,row,git_commit,gh_project_name,gh_is_pr,git_merged_with,gh_lang,git_branch,gh_first_commit_created_at,gh_team_size,git_commits,git_num_commits,gh_num_issue_comments,gh_num_commit_comments,gh_num_pr_comments,gh_src_churn,gh_test_churn,gh_files_added,gh_files_deleted,gh_files_modified,gh_tests_added,gh_tests_deleted,gh_src_files,gh_doc_files,gh_other_files,gh_commits_on_files_touched,gh_sloc,gh_test_lines_per_kloc,gh_test_cases_per_kloc,gh_asserts_cases_per_kloc,gh_by_core_team_member,gh_description_complexity,tr_build_id,gh_pull_req_num,tr_status,tr_duration,tr_started_at,tr_jobs,tr_build_number,tr_job_id,tr_lan,tr_setup_time,tr_analyzer,tr_frameworks,tr_tests_ok,tr_tests_fail,tr_tests_run,tr_tests_skipped,tr_failed_tests,tr_testduration,tr_purebuildduration,tr_tests_ran,tr_tests_failed,git_num_committers,tr_num_jobs,tr_prev_build,tr_ci_latency
93,94,2ad0a07de67a6e18822359489a65995dc21f3e95,47deg/appsly-android-rest,False,,java,master,2013-12-09 22:48:02,4,118a09f9365a522e9a2284ee4837ee6724c53657,1,0,0,0,21,0,0,0,3,0,0,3,0,0,2,2114,120.624408703879,1.41911069063387,4.25733207190161,True,,15195446,,errored,51.0,2013-12-09 22:48:02,"[15195447, 15195450, 15195451, 15195452]",39,15195447,java,0.0,java-ant,,,,,,,,,False,False,1,4,5304.0,-1
55,56,13ad8c06bef212b9270eea5547a109da87e4e866,47deg/appsly-android-rest,False,,java,master,2013-11-15 08:04:45,4,295f858a9a55e943ab884b4019174fd432878722,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6,2507,84.5632229756681,0.797766254487435,4.38771439968089,True,,14011892,,errored,62.0,2013-11-15 08:04:45,"[14011893, 14011894, 14011895, 14011896]",30,14011893,java,0.0,java-ant,,,,,,,,,False,False,1,4,4658.0,-1
97,98,876a83a36beb5be55ef44451056674517b35f688,47deg/appsly-android-rest,False,,java,master,2013-12-09 23:12:02,4,2ad0a07de67a6e18822359489a65995dc21f3e95,1,0,0,0,279,0,5,0,5,0,0,10,0,0,4,2118,120.396600566572,1.41643059490085,4.24929178470255,True,,15196440,,errored,61.0,2013-12-09 23:12:02,"[15196441, 15196442, 15196443, 15196444]",40,15196441,java,0.0,java-ant,,,,,,,,,False,False,1,4,5304.0,-1
51,52,295f858a9a55e943ab884b4019174fd432878722,47deg/appsly-android-rest,False,,java,master,2013-10-24 09:27:38,4,903e8acc57d6eadc1d4bb9a4e353f08bd190edfe,1,0,0,0,22,0,0,0,1,0,0,1,0,0,4,2507,84.5632229756681,0.797766254487435,4.38771439968089,True,,12973497,,errored,55.0,2013-10-24 08:27:38,"[12973498, 12973499, 12973500, 12973501]",29,12973501,java,0.0,java-ant,,,,,,,,,False,False,1,4,4658.0,-1
7,8,9766eb141693fceb2340aa19059ac7081eb0b215,47deg/appsly-android-rest,False,,java,master,2013-08-17 00:42:26,3,7086c22bb72fa58e07968a292b3c06adce0491c2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2318,0.0,0.0,0.0,True,,10297672,,errored,47.0,2013-08-16 23:42:26,"[10297676, 10297674, 10297673, 10297675]",16,10297674,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
0,1,7086c22bb72fa58e07968a292b3c06adce0491c2,47deg/appsly-android-rest,False,,java,master,2013-08-17 00:41:08,3,c069748ad3fc29acf59422faeeac87281ea98a19,1,0,0,0,10,0,0,0,1,0,0,1,0,0,0,2318,0.0,0.0,0.0,True,,10297653,,errored,50.0,2013-08-16 23:41:08,"[10297655, 10297654, 10297657, 10297656]",15,10297656,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
38,39,36ebebad728ebb5d41fc1e6cd97a129fec191af3,47deg/appsly-android-rest,False,,java,master,2013-10-15 10:01:26,4,3b5ce759b870e0c0171de34ac883a41974635c85,1,0,0,0,120,222,4,0,2,0,1,5,0,1,11,2495,80.9619238476954,0.801603206412826,4.00801603206413,True,,12559368,,errored,49.0,2013-10-15 09:01:26,"[12559369, 12559370, 12559371, 12559372]",26,12559371,java,0.0,java-ant,,,,,,,,,False,False,1,4,4991.0,-1
18,19,5f7b19300c6ee2ccb9797631b35499ac1c3c3f4a,47deg/appsly-android-rest,False,,java,master,2013-09-03 09:58:11,3,c41522d6742c3d6ccd7811f48fe1e92d05bb3afc#b0fda02be8899b089edaa29b67b8f6139ee786ba#c08c4cdee730059ef0ddc0c55a6c5b6e7538af26,3,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2318,0.0,0.0,0.0,True,,10925289,,errored,43.0,2013-09-03 08:58:11,"[10925292, 10925290, 10925291, 10925293]",19,10925291,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
72,73,a951ca737d68c712fde809555f1e00bd4a4420a7,47deg/appsly-android-rest,False,,java,master,2013-11-15 08:13:33,4,8c95d75168f2ea1cff49ae809c4baa6b2725bc8a,1,0,0,0,0,0,0,0,1,0,0,0,0,1,7,2507,84.5632229756681,0.797766254487435,4.38771439968089,True,,14012129,,errored,76.0,2013-11-15 08:13:33,"[14012130, 14012131, 14012132, 14012133]",33,14012132,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
17,18,5f7b19300c6ee2ccb9797631b35499ac1c3c3f4a,47deg/appsly-android-rest,False,,java,master,2013-09-03 09:58:11,3,c41522d6742c3d6ccd7811f48fe1e92d05bb3afc#b0fda02be8899b089edaa29b67b8f6139ee786ba#c08c4cdee730059ef0ddc0c55a6c5b6e7538af26,3,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2318,0.0,0.0,0.0,True,,10925289,,errored,43.0,2013-09-03 08:58:11,"[10925292, 10925290, 10925291, 10925293]",19,10925293,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
88,89,53ec6d1aa7113c8b405cdd262ea6d934448a43d7,47deg/appsly-android-rest,False,,java,master,2013-12-06 23:57:27,4,572e527745193721cd050493529b76092af70e24,1,0,0,0,467,60,4,1,9,0,0,16,0,0,2,2004,127.245508982036,1.49700598802395,4.49101796407186,True,,15069225,,errored,50.0,2013-12-06 23:57:27,"[15069226, 15069229, 15069232, 15069236]",37,15069229,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
74,75,a951ca737d68c712fde809555f1e00bd4a4420a7,47deg/appsly-android-rest,False,,java,master,2013-11-15 08:13:33,4,8c95d75168f2ea1cff49ae809c4baa6b2725bc8a,1,0,0,0,0,0,0,0,1,0,0,0,0,1,7,2507,84.5632229756681,0.797766254487435,4.38771439968089,True,,14012129,,errored,76.0,2013-11-15 08:13:33,"[14012130, 14012131, 14012132, 14012133]",33,14012131,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
34,35,3b5ce759b870e0c0171de34ac883a41974635c85,47deg/appsly-android-rest,False,,java,master,2013-10-14 16:38:39,4,35a32f0135d094bfe752af1298b4c050491c295d,1,0,0,0,0,0,0,0,1,0,1,0,0,1,10,2426,68.0131904369332,0.412201154163232,2.47320692497939,True,,12525227,,errored,54.0,2013-10-14 15:38:39,"[12525228, 12525229, 12525230, 12525231]",25,12525231,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
9,10,0f45173135d6f5df5ab422627910211fb5b589b1,47deg/appsly-android-rest,False,,java,master,2013-08-17 00:42:54,3,9766eb141693fceb2340aa19059ac7081eb0b215,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2318,0.0,0.0,0.0,True,,10297677,,errored,41.0,2013-08-16 23:42:54,"[10297680, 10297681, 10297679, 10297678]",17,10297681,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
31,32,35a32f0135d094bfe752af1298b4c050491c295d,47deg/appsly-android-rest,False,,java,master,2013-10-14 14:09:35,4,cdc2245c77f85214c7c84606f67a48a12da8ad85,1,0,0,0,4,0,0,0,1,0,0,1,0,0,2,2355,0.0,0.0,0.0,True,,12518394,,errored,54.0,2013-10-14 13:09:35,"[12518395, 12518396, 12518397, 12518398]",24,12518395,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
6,7,9766eb141693fceb2340aa19059ac7081eb0b215,47deg/appsly-android-rest,False,,java,master,2013-08-17 00:42:26,3,7086c22bb72fa58e07968a292b3c06adce0491c2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2318,0.0,0.0,0.0,True,,10297672,,errored,47.0,2013-08-16 23:42:26,"[10297676, 10297674, 10297673, 10297675]",16,10297673,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
43,44,c952c1a5e77bf525fd13fb623f90bf2f4a812898,47deg/appsly-android-rest,False,,java,master,2013-10-15 11:17:58,4,36ebebad728ebb5d41fc1e6cd97a129fec191af3,1,0,0,0,340,59,2,0,3,0,0,8,0,0,5,2507,84.5632229756681,0.797766254487435,4.38771439968089,True,,12561798,,errored,53.0,2013-10-15 10:17:58,"[12561799, 12561800, 12561801, 12561802]",27,12561802,java,0.0,java-ant,,,,,,,,,False,False,1,4,4991.0,-1
1,2,7086c22bb72fa58e07968a292b3c06adce0491c2,47deg/appsly-android-rest,False,,java,master,2013-08-17 00:41:08,3,c069748ad3fc29acf59422faeeac87281ea98a19,1,0,0,0,10,0,0,0,1,0,0,1,0,0,0,2318,0.0,0.0,0.0,True,,10297653,,errored,50.0,2013-08-16 23:41:08,"[10297655, 10297654, 10297657, 10297656]",15,10297657,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
36,37,36ebebad728ebb5d41fc1e6cd97a129fec191af3,47deg/appsly-android-rest,False,,java,master,2013-10-15 10:01:26,4,3b5ce759b870e0c0171de34ac883a41974635c85,1,0,0,0,120,222,4,0,2,0,1,5,0,1,11,2495,80.9619238476954,0.801603206412826,4.00801603206413,True,,12559368,,errored,49.0,2013-10-15 09:01:26,"[12559369, 12559370, 12559371, 12559372]",26,12559369,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
83,84,572e527745193721cd050493529b76092af70e24,47deg/appsly-android-rest,False,,java,master,2013-12-06 22:16:10,4,c67e65a39f0e87f546b9ece9c82a332b357fc034,1,0,0,0,6803,189,52,50,1,3,0,98,0,18,12,1925,132.467532467532,1.55844155844156,4.67532467532468,True,,15064538,,errored,57.0,2013-12-06 22:16:10,"[15064539, 15064540, 15064541, 15064542]",36,15064541,java,0.0,java-ant,,,,,,,,,False,False,1,4,5783.0,-1
82,83,c67e65a39f0e87f546b9ece9c82a332b357fc034,47deg/appsly-android-rest,False,,java,master,2013-12-06 12:01:02,4,f88e4b1eee613a8f6719bf274d44e23736779572,1,0,0,0,0,0,0,0,1,0,6,0,0,0,1,1756,161.731207289294,3.41685649202733,9.11161731207289,True,,15034917,,errored,44.0,2013-12-06 12:01:02,"[15034918, 15034919, 15034920, 15034921]",35,15034920,java,0.0,java-ant,,,,,,,,,False,False,1,4,3417.0,-1
65,66,13ad8c06bef212b9270eea5547a109da87e4e866,47deg/appsly-android-rest,False,,java,restrung-1.1,2013-11-15 08:04:58,4,295f858a9a55e943ab884b4019174fd432878722,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6,2507,84.5632229756681,0.797766254487435,4.38771439968089,True,,14011899,,errored,49.0,2013-11-15 08:04:58,"[14011900, 14011901, 14011902, 14011903]",30,14011896,java,0.0,java-ant,,,,,,,,,False,False,1,4,8318.0,-1
67,68,13ad8c06bef212b9270eea5547a109da87e4e866,47deg/appsly-android-rest,False,,java,restrung-1.1,2013-11-15 08:04:58,4,295f858a9a55e943ab884b4019174fd432878722,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6,2507,84.5632229756681,0.797766254487435,4.38771439968089,True,,14011899,,errored,49.0,2013-11-15 08:04:58,"[14011900, 14011901, 14011902, 14011903]",30,14011893,java,0.0,java-ant,,,,,,,,,False,False,1,4,7550.0,-1
33,34,3b5ce759b870e0c0171de34ac883a41974635c85,47deg/appsly-android-rest,False,,java,master,2013-10-14 16:38:39,4,35a32f0135d094bfe752af1298b4c050491c295d,1,0,0,0,0,0,0,0,1,0,1,0,0,1,10,2426,68.0131904369332,0.412201154163232,2.47320692497939,True,,12525227,,errored,54.0,2013-10-14 15:38:39,"[12525228, 12525229, 12525230, 12525231]",25,12525230,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
19,20,5f7b19300c6ee2ccb9797631b35499ac1c3c3f4a,47deg/appsly-android-rest,False,,java,master,2013-09-03 09:58:11,3,c41522d6742c3d6ccd7811f48fe1e92d05bb3afc#b0fda02be8899b089edaa29b67b8f6139ee786ba#c08c4cdee730059ef0ddc0c55a6c5b6e7538af26,3,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2318,0.0,0.0,0.0,True,,10925289,,errored,43.0,2013-09-03 08:58:11,"[10925292, 10925290, 10925291, 10925293]",19,10925290,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
4,5,9766eb141693fceb2340aa19059ac7081eb0b215,47deg/appsly-android-rest,False,,java,master,2013-08-17 00:42:26,3,7086c22bb72fa58e07968a292b3c06adce0491c2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2318,0.0,0.0,0.0,True,,10297672,,errored,47.0,2013-08-16 23:42:26,"[10297676, 10297674, 10297673, 10297675]",16,10297676,java,0.0,java-ant,,,,,,,,,False,False,1,4,4277.0,-1
13,14,c08c4cdee730059ef0ddc0c55a6c5b6e7538af26,47deg/appsly-android-rest,False,,java,master,2013-08-17 00:48:52,3,0f45173135d6f5df5ab422627910211fb5b589b1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2318,0.0,0.0,0.0,True,,10297759,,errored,49.0,2013-08-16 23:48:52,"[10297762, 10297763, 10297761, 10297760]",18,10297762,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
41,42,c952c1a5e77bf525fd13fb623f90bf2f4a812898,47deg/appsly-android-rest,False,,java,master,2013-10-15 11:17:58,4,36ebebad728ebb5d41fc1e6cd97a129fec191af3,1,0,0,0,340,59,2,0,3,0,0,8,0,0,5,2507,84.5632229756681,0.797766254487435,4.38771439968089,True,,12561798,,errored,53.0,2013-10-15 10:17:58,"[12561799, 12561800, 12561801, 12561802]",27,12561801,java,0.0,java-ant,,,,,,,,,False,False,1,4,4991.0,-1
23,24,47e39ce40e3f03718e7ef9101701cccfe8610c33,47deg/appsly-android-rest,False,,java,master,2013-09-03 10:11:55,3,5f7b19300c6ee2ccb9797631b35499ac1c3c3f4a,1,0,0,0,0,0,0,0,1,0,0,0,0,1,7,2355,0.0,0.0,0.0,True,,10925631,,errored,42.0,2013-09-03 09:11:55,"[10925635, 10925633, 10925632, 10925634]",20,10925635,java,0.0,java-ant,,,,,,,,,False,False,1,4,4247.0,-1
47,48,903e8acc57d6eadc1d4bb9a4e353f08bd190edfe,47deg/appsly-android-rest,False,,java,master,2013-10-24 09:09:36,4,c952c1a5e77bf525fd13fb623f90bf2f4a812898,1,0,0,0,12,13,0,0,3,0,0,3,0,0,2,2507,84.5632229756681,0.797766254487435,4.38771439968089,True,,12972963,,errored,61.0,2013-10-24 08:09:36,"[12972964, 12972965, 12972966, 12972967]",28,12972967,java,0.0,java-ant,,,,,,,,,False,False,1,4,4991.0,-1
96,97,876a83a36beb5be55ef44451056674517b35f688,47deg/appsly-android-rest,False,,java,master,2013-12-09 23:12:02,4,2ad0a07de67a6e18822359489a65995dc21f3e95,1,0,0,0,279,0,5,0,5,0,0,10,0,0,4,2118,120.396600566572,1.41643059490085,4.24929178470255,True,,15196440,,errored,61.0,2013-12-09 23:12:02,"[15196441, 15196442, 15196443, 15196444]",40,15196443,java,0.0,java-ant,,,,,,,,,False,False,1,4,5304.0,-1
84,85,572e527745193721cd050493529b76092af70e24,47deg/appsly-android-rest,False,,java,master,2013-12-06 22:16:10,4,c67e65a39f0e87f546b9ece9c82a332b357fc034,1,0,0,0,6803,189,52,50,1,3,0,98,0,18,12,1925,132.467532467532,1.55844155844156,4.67532467532468,True,,15064538,,errored,57.0,2013-12-06 22:16:10,"[15064539, 15064540, 15064541, 15064542]",36,15064539,java,0.0,java-ant,,,,,,,,,False,False,1,4,5783.0,-1
10,11,0f45173135d6f5df5ab422627910211fb5b589b1,47deg/appsly-android-rest,False,,java,master,2013-08-17 00:42:54,3,9766eb141693fceb2340aa19059ac7081eb0b215,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2318,0.0,0.0,0.0,True,,10297677,,errored,41.0,2013-08-16 23:42:54,"[10297680, 10297681, 10297679, 10297678]",17,10297680,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
44,45,903e8acc57d6eadc1d4bb9a4e353f08bd190edfe,47deg/appsly-android-rest,False,,java,master,2013-10-24 09:09:36,4,c952c1a5e77bf525fd13fb623f90bf2f4a812898,1,0,0,0,12,13,0,0,3,0,0,3,0,0,2,2507,84.5632229756681,0.797766254487435,4.38771439968089,True,,12972963,,errored,61.0,2013-10-24 08:09:36,"[12972964, 12972965, 12972966, 12972967]",28,12972965,java,0.0,java-ant,,,,,,,,,False,False,1,4,4991.0,-1
86,87,53ec6d1aa7113c8b405cdd262ea6d934448a43d7,47deg/appsly-android-rest,False,,java,master,2013-12-06 23:57:27,4,572e527745193721cd050493529b76092af70e24,1,0,0,0,467,60,4,1,9,0,0,16,0,0,2,2004,127.245508982036,1.49700598802395,4.49101796407186,True,,15069225,,errored,50.0,2013-12-06 23:57:27,"[15069226, 15069229, 15069232, 15069236]",37,15069232,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
87,88,53ec6d1aa7113c8b405cdd262ea6d934448a43d7,47deg/appsly-android-rest,False,,java,master,2013-12-06 23:57:27,4,572e527745193721cd050493529b76092af70e24,1,0,0,0,467,60,4,1,9,0,0,16,0,0,2,2004,127.245508982036,1.49700598802395,4.49101796407186,True,,15069225,,errored,50.0,2013-12-06 23:57:27,"[15069226, 15069229, 15069232, 15069236]",37,15069226,java,0.0,java-ant,,,,,,,,,False,False,1,4,5783.0,-1
48,49,295f858a9a55e943ab884b4019174fd432878722,47deg/appsly-android-rest,False,,java,master,2013-10-24 09:27:38,4,903e8acc57d6eadc1d4bb9a4e353f08bd190edfe,1,0,0,0,22,0,0,0,1,0,0,1,0,0,4,2507,84.5632229756681,0.797766254487435,4.38771439968089,True,,12973497,,errored,55.0,2013-10-24 08:27:38,"[12973498, 12973499, 12973500, 12973501]",29,12973499,java,0.0,java-ant,,,,,,,,,False,False,1,4,4658.0,-1
89,90,118a09f9365a522e9a2284ee4837ee6724c53657,47deg/appsly-android-rest,False,,java,master,2013-12-07 04:25:50,4,53ec6d1aa7113c8b405cdd262ea6d934448a43d7,1,0,0,0,130,0,3,0,4,0,0,7,0,0,2,2003,127.309036445332,1.49775336994508,4.49326010983525,True,,15076178,,errored,50.0,2013-12-07 04:25:50,"[15076179, 15076180, 15076184, 15076186]",38,15076180,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
64,65,13ad8c06bef212b9270eea5547a109da87e4e866,47deg/appsly-android-rest,False,,java,restrung-1.1,2013-11-15 08:04:58,4,295f858a9a55e943ab884b4019174fd432878722,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6,2507,84.5632229756681,0.797766254487435,4.38771439968089,True,,14011899,,errored,49.0,2013-11-15 08:04:58,"[14011900, 14011901, 14011902, 14011903]",31,14011902,java,0.0,java-ant,,,,,,,,,False,False,1,4,8318.0,-1
11,12,0f45173135d6f5df5ab422627910211fb5b589b1,47deg/appsly-android-rest,False,,java,master,2013-08-17 00:42:54,3,9766eb141693fceb2340aa19059ac7081eb0b215,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2318,0.0,0.0,0.0,True,,10297677,,errored,41.0,2013-08-16 23:42:54,"[10297680, 10297681, 10297679, 10297678]",17,10297678,java,0.0,java-ant,,,,,,,,,False,False,1,4,4277.0,-1
21,22,47e39ce40e3f03718e7ef9101701cccfe8610c33,47deg/appsly-android-rest,False,,java,master,2013-09-03 10:11:55,3,5f7b19300c6ee2ccb9797631b35499ac1c3c3f4a,1,0,0,0,0,0,0,0,1,0,0,0,0,1,7,2355,0.0,0.0,0.0,True,,10925631,,errored,42.0,2013-09-03 09:11:55,"[10925635, 10925633, 10925632, 10925634]",20,10925632,java,0.0,java-ant,,,,,,,,,False,False,1,4,4247.0,-1
54,55,13ad8c06bef212b9270eea5547a109da87e4e866,47deg/appsly-android-rest,False,,java,master,2013-11-15 08:04:45,4,295f858a9a55e943ab884b4019174fd432878722,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6,2507,84.5632229756681,0.797766254487435,4.38771439968089,True,,14011892,,errored,62.0,2013-11-15 08:04:45,"[14011893, 14011894, 14011895, 14011896]",30,14011895,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
49,50,295f858a9a55e943ab884b4019174fd432878722,47deg/appsly-android-rest,False,,java,master,2013-10-24 09:27:38,4,903e8acc57d6eadc1d4bb9a4e353f08bd190edfe,1,0,0,0,22,0,0,0,1,0,0,1,0,0,4,2507,84.5632229756681,0.797766254487435,4.38771439968089,True,,12973497,,errored,55.0,2013-10-24 08:27:38,"[12973498, 12973499, 12973500, 12973501]",29,12973498,java,0.0,java-ant,,,,,,,,,False,False,1,4,4991.0,-1
22,23,47e39ce40e3f03718e7ef9101701cccfe8610c33,47deg/appsly-android-rest,False,,java,master,2013-09-03 10:11:55,3,5f7b19300c6ee2ccb9797631b35499ac1c3c3f4a,1,0,0,0,0,0,0,0,1,0,0,0,0,1,7,2355,0.0,0.0,0.0,True,,10925631,,errored,42.0,2013-09-03 09:11:55,"[10925635, 10925633, 10925632, 10925634]",20,10925633,java,0.0,java-ant,,,,,,,,,False,False,1,4,4247.0,-1
79,80,f88e4b1eee613a8f6719bf274d44e23736779572,47deg/appsly-android-rest,False,,java,master,2013-11-15 08:21:33,4,a951ca737d68c712fde809555f1e00bd4a4420a7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2507,84.5632229756681,0.797766254487435,4.38771439968089,True,,14012328,,errored,45.0,2013-11-15 08:21:33,"[14012329, 14012330, 14012331, 14012332]",34,14012329,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
30,31,35a32f0135d094bfe752af1298b4c050491c295d,47deg/appsly-android-rest,False,,java,master,2013-10-14 14:09:35,4,cdc2245c77f85214c7c84606f67a48a12da8ad85,1,0,0,0,4,0,0,0,1,0,0,1,0,0,2,2355,0.0,0.0,0.0,True,,12518394,,errored,54.0,2013-10-14 13:09:35,"[12518395, 12518396, 12518397, 12518398]",24,12518398,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
3,4,7086c22bb72fa58e07968a292b3c06adce0491c2,47deg/appsly-android-rest,False,,java,master,2013-08-17 00:41:08,3,c069748ad3fc29acf59422faeeac87281ea98a19,1,0,0,0,10,0,0,0,1,0,0,1,0,0,0,2318,0.0,0.0,0.0,True,,10297653,,errored,50.0,2013-08-16 23:41:08,"[10297655, 10297654, 10297657, 10297656]",15,10297654,java,0.0,java-ant,,,,,,,,,False,False,1,4,-1.0,-1
62,63,13ad8c06bef212b9270eea5547a109da87e4e866,47deg/appsly-android-rest,False,,java,restrung-1.1,2013-11-15 08:04:58,4,295f858a9a55e943ab884b4019174fd432878722,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6,2507,84.5632229756681,0.797766254487435,4.38771439968089,True,,14011899,,errored,49.0,2013-11-15 08:04:58,"[14011900, 14011901, 14011902, 14011903]",31,14011900,java,0.0,java-ant,,,,,,,,,False,False,1,4,8318.0,-1
